Component 0,Component 1,Component 2
0.24046866652284665,-0.9706569014954377,0.9307450724543906
0.260922562093207,-0.9653597342911691,0.4225817947264433
0.260144151111034,-0.9655697906638958,-0.01612510306453463
0.23462275185019896,-0.9720865004279403,-0.5268204416583885
0.1587136238131641,-0.9873246606947957,-1.5488568743581128
0.0407081970914095,-0.9991710777887673,-2.373363530942404
-0.10830506477811169,-0.9941177057790537,-2.9847475051823027
-0.30018426841359824,-0.9538812321232621,-3.92735798414733
-0.5110390471917636,-0.8595574979286345,-4.630146944470579
-0.7266985791697222,-0.6869564578870389,-5.542212280899233
-0.9024293822157616,-0.4308378002377214,-6.237431705708708
-0.9947054709420318,-0.102766853012004,-6.849446984445349
-0.9726151712515441,0.23242144619490182,-6.750303495320989
-0.8410104109947407,0.5410189355267127,-6.741632592807534
-0.627014831830599,0.7790073174652762,-6.428657382494554
-0.3878866358984961,0.9217070888798391,-5.587553112094647
-0.15897898114554856,0.9872819676029353,-4.773624156947905
0.05601723337970298,0.998429802021396,-4.3140593270300815
0.24194275678447094,0.9702905247602547,-3.7664204793802303
0.38264582157396854,0.9238951105141658,-2.965815545135353
0.4829199621236023,0.875664496358359,-2.2265570577420917
0.5566434070521944,0.8307515376966359,-1.727073001555323
0.591174213032553,0.8065438920761483,-0.8434809507227264
0.5980161501715203,0.8014840510790179,-0.17019345665150065
0.5797392456741778,0.8148020661640073,0.452299264079447
0.5333376034298529,0.8459024771022372,1.117346800629008
0.4511459290337301,0.8924501950900636,1.8898468763244907
0.3388848637463462,0.9408278530760132,2.446351517452143
0.19002353734643385,0.9817795349539267,3.0909050436393484
0.008528719857987309,0.9999636298073965,3.6531459477158164
-0.2008376327255779,0.9796245430169591,4.214834481562376
-0.44665369296885543,0.8947069232755961,5.216176320269264
-0.6922257055656119,0.72168107398919,6.030936992204797
-0.8879608139998713,0.4599191154982429,6.566473083000282
-0.9901445539469997,0.14004914240757427,6.7478612023063835
-0.9810932643908975,-0.1935355434198391,6.705511952263348
-0.8729770535459528,-0.48776127765765365,6.295177799581281
-0.6938145923232295,-0.720153672127936,5.890006814492109
-0.4837410046804879,-0.8752111975921653,5.236969085654222
-0.266736979774581,-0.96376936225465,4.698366776384506
-0.07482620710773104,-0.9971965898105905,3.9021908599782096
0.07314120178286433,-0.9973215953752121,2.962055617260541
0.1688375373559034,-0.9856438941015127,1.9288716628842066
0.21447040100901105,-0.9767304884619062,0.9299885178608216
0.22934373919040904,-0.9733454932829153,0.3050763134740401
0.20725447728357438,-0.9782870650509043,-0.4527147005461354
0.1499755454497248,-0.9886897065141609,-1.164482473147609
0.06709325063188928,-0.9977467092001088,-1.6679969759336204
-0.038951635724499056,-0.9992410970703647,-2.122103637024147
-0.18987154100767203,-0.9818089416558458,-3.0413962712263802
-0.3662972884065099,-0.9304978756053331,-3.6799060551898606
-0.5654806486952143,-0.8247615630903513,-4.519786031994645
-0.7658191723071152,-0.6430559814874945,-5.425966596716965
-0.9167934482712777,-0.39936170723651004,-5.753231390001546
-0.994722435194747,-0.10260251907352104,-6.160742383978542
-0.9774861627415156,0.2109995299730956,-6.307615935197077
-0.8691001205129822,0.49463621028420446,-6.096376021036538
-0.7011732049434041,0.7129909793744904,-5.526769788034612
-0.5066629820547027,0.8621442005925899,-4.9146374473493015
-0.3231799328735058,0.9463375354427596,-4.044438905030546
-0.15493315736670413,0.9879249550185399,-3.4705605344610113
-0.028016690759893114,0.9996074554738298,-2.550788721807336
0.07140390530412831,0.9974474834833758,-1.9897015577169936
0.11967425018324768,0.9928132119603755,-0.9699409484900057
0.12527367241762954,0.9921222238207349,-0.11283807584803973
0.10239597620804683,0.9947437177767956,0.46055820370040335
0.028819853341087172,0.9995846217571568,1.4750383453006695
-0.08921937858944945,0.9960119991667332,2.3632402962157433
-0.23524329893869705,0.9719365155731309,2.9626142797454946
-0.4017678815995003,0.915741540673486,3.5195538485656934
-0.5845380547284106,0.8113662937134656,4.217280432555486
-0.7521843628498313,0.6589527177910365,4.541202784962626
-0.8886375341631654,0.4586102188966237,4.859899376824199
-0.9762243018169968,0.21676280248676683,5.158668323452588
-0.9990413748073856,-0.04377592286827055,5.2457424106291715
-0.9543433175115568,-0.2987119554370664,5.191055722136263
-0.8551155476136046,-0.5184374602876273,4.83359897850177
-0.7180048319698136,-0.6960381176832198,4.496841492021134
-0.5574202584614808,-0.8302304833338366,4.193126263972952
-0.4116161171426968,-0.9113573240548241,3.340972520973689
-0.2867499231925279,-0.9580054705214784,2.6678819921048147
-0.20298127734315569,-0.979182618844994,1.7286187477685457
-0.1476425208568248,-0.9890407908853113,1.1243475936714593
-0.13178959299316426,-0.9912777124392014,0.32020282012140955
-0.15079679731195225,-0.988564780841629,-0.3840026763795461
-0.21544465505212862,-0.9765160524074703,-1.3154583567277935
-0.3242265476048616,-0.9459794637455046,-2.2609367456351417
-0.46095706259121705,-0.887422439679816,-2.977587575054151
-0.6175018405586902,-0.7865694355278687,-3.7297867608616437
-0.7632545279649697,-0.646097922563578,-4.055454666021644
-0.8854108088511734,-0.46480931527833097,-4.3808329589994734
-0.9678126699844148,-0.25167168258991324,-4.580241773961831
-0.9996060925172008,-0.02806527752389899,-4.526763684088088
-0.9776501091198122,0.21023858860356545,-4.7977591887855775
-0.9037879138294026,0.427980615000138,-4.608764766415211
-0.7935885987683801,0.6084547114657253,-4.237093663995559
-0.6753984461393805,0.7374530079622094,-3.5035907997325837
-0.5544852085526778,0.8321935793409447,-3.075212524497659
-0.4416309938024335,0.8971967818227364,-2.606570070599937
-0.34171480284956934,0.9398036994572218,-2.1734961236257373
-0.25785518016762493,0.966183577826037,-1.7587855692915337
-0.22016160714508026,0.975463411276556,-0.776430300358346
-0.22294649162333038,0.9748306836947882,0.057117182329646576
-0.26943144590376505,0.963019571949712,0.9593319423846733
-0.3432118486649645,0.93925801936208,1.55063468165446
-0.4490309830395591,0.8935161869101909,2.3069242950758615
-0.5658404915840901,0.8245147288459286,2.7154346015812125
-0.6944909354857185,0.7195014527630723,3.3251972059756
-0.8278579471830513,0.5609378034023597,4.1513203758739845
-0.9374301658241239,0.348173353665894,4.79792688184525
-0.9942248388624654,0.10731714582910229,4.961952267220441
-0.9874738460657463,-0.15778277262148363,5.319382212812055
-0.9169420739410048,-0.39902034163281563,5.040066100829463
-0.7893984827276881,-0.6138811248663897,5.010392140323998
-0.6202709806361438,-0.7843876022609463,4.814807916299298
-0.4338722380575809,-0.9009744064305633,4.406038769312069
-0.25549276424646417,-0.9668109677789659,3.8085767279121123
-0.09282147655179791,-0.9956827674971301,3.3080412798259955
0.028895261143956928,-0.9995824447655244,2.437091371132393
0.12342229969941289,-0.9923542391388814,1.8967706743475716
0.18384761763830773,-0.9829547565827832,1.2232310111572366
0.19337137344549132,-0.9811256351414962,0.19395705402021313
0.16220009626762075,-0.9867578876151812,-0.6335470609610542
0.08358568236669389,-0.9965005939302265,-1.5847309680626682
-0.018466070658218085,-0.9998294875799801,-2.043008788493172
-0.15809397819792595,-0.9874240700213631,-2.8058587199701215
-0.3298641377136802,-0.9440284162303644,-3.5479919532050426
-0.5182266502523188,-0.8552433214987772,-4.172329756743249
-0.70993556732531,-0.7042666329214314,-4.892611486024604
-0.87784321751076,-0.4789481031075878,-5.63867129514828
-0.9781920819352141,-0.2077023130329832,-5.804611724953183
-0.9951921970598967,0.0979412625561654,-6.146479709909118
-0.92051094229494,0.39071678376450825,-6.066232373444706
-0.7659102943270695,0.6429474481198458,-5.938604577090898
-0.5543415184021208,0.8322893012502511,-5.6976873021200936
-0.3379744026387337,0.9411553023603443,-4.856155409333269
-0.15085879832094093,0.9885553211475632,-3.8665372362148203
-0.009005836644191512,0.9999594466308812,-2.848619954042884
0.08363209511833236,0.9964966997768323,-1.8547170669056454
0.1305024052554384,0.9914479926968158,-0.9429161351192095
0.14533133426595696,0.9893830417388791,-0.29944304669496347
0.13586360750265664,0.9907275509222321,0.1912550672527048
0.09222160470736382,0.9957385076540922,0.8786454342975093
0.019112174990940853,0.9998173457022616,1.4647898051408466
-0.08050671102540591,0.9967540666984368,1.9941453893477337
-0.20286442901291263,0.9792068338411782,2.4737672531246893
-0.36297507317209105,0.9317988496750332,3.3435290014399146
-0.5302712548966744,0.847828046381049,3.7492346159567793
-0.7077393694732451,0.7064736264699578,4.547454094012296
-0.8570760148523572,0.5151899695886966,4.865477297158297
-0.9578856487801611,0.28714993271984196,4.999583018311155
-0.999083587842498,0.04280168809476643,4.968707289836281
-0.9775305151985481,-0.21079395592772848,5.104037241167175
-0.8995556286011516,-0.4368062168192974,4.793162093730885
-0.781993046661886,-0.6232871529018238,4.417881112232516
-0.6431579323702774,-0.7657335528949933,3.9848370231122354
-0.4945107443287194,-0.869171515722562,3.626867565514202
-0.3538750999509154,-0.9352926887529538,3.1112154903878153
-0.24557608560964309,-0.9693773187859541,2.2719427202916442
-0.18092211797138563,-0.9834974261424114,1.3237994170713958
-0.1651932144634285,-0.9862612239641381,0.31940094205763536
-0.19172622878588635,-0.9814484465296901,-0.5393357929377918
-0.2607782566579591,-0.9653987263584076,-1.418151240340972
-0.3637160361016212,-0.9315098738513319,-2.1685159451394274
-0.4882758992811887,-0.872689318246274,-2.7571795511752804
-0.6247638881910825,-0.7808137319568352,-3.2943212762882466
-0.7677486572820214,-0.6407511211395992,-4.009820264773848
-0.8927631254611146,-0.4505263608457358,-4.562427431314525
-0.9774490416555643,-0.21117142554479004,-5.091631618242925
-0.999156709666954,0.04105934153765968,-5.076882875933393
-0.9533441744043425,0.3018855497192648,-5.311979522400464
-0.8498803030375538,0.5269757779146929,-4.967367015999573
-0.7142222081958247,0.6999190219731708,-4.40491793984581
-0.5727326274949389,0.8197422383912785,-3.7135341393025927
-0.43287696239663187,0.9014530134323502,-3.2430739182289363
-0.31033650965327175,0.9506267673362795,-2.642696275707431
-0.21987728787399208,0.9755275384514666,-1.8771664191306974
-0.15694573508607312,0.9876072277167134,-1.2818276233548414
-0.12632832557171153,0.9919884848919607,-0.6186105236332089
-0.12353108432354495,0.9923407031891059,-0.056386599806462434
-0.1563919262178505,0.9876950771436853,0.6637824581735171
-0.2119820138646701,0.9772735675325915,1.131321139116303
-0.31058681240053204,0.9505450183778129,2.044153852254684
-0.42681880681657336,0.9043371639757357,2.503236486601551
-0.5651471926214788,0.8249900912568957,3.1927904494065986
-0.7071028570818958,0.7071107052694224,3.695619075393025
-0.8409391946578525,0.5411296248480602,4.272477871790656
-0.94794390968994,0.3184373471842629,4.953985098618763
-0.9981961718213931,0.06003667679940176,5.280155258026202
-0.9815773504413213,-0.19106518547499837,5.04640021910552
-0.9067375274484258,-0.42169545446532297,4.8613427956870225
-0.7882303103479115,-0.6153803521797191,4.5510813160731125
-0.6460249527302466,-0.7633162912252578,4.111252548117427
-0.49686733109575376,-0.8678265122072398,3.647600833157461
-0.36796620060424257,-0.9298391663147333,2.8632886097009216
-0.27602842541572814,-0.9611494724352263,1.9432255727887395
-0.21994792688125775,-0.975511614211044,1.157968873733373
-0.18566851170038104,-0.9826124382293181,0.7001786005083328
-0.1966865149649614,-0.98046642718195,-0.22450218922131893
-0.23172478199488086,-0.9727813862371262,-0.7174616392388239
-0.30018687351240464,-0.9538804123006445,-1.420764109282708
-0.40134967380004344,-0.9159249092259686,-2.1620275651208356
-0.5175432420135289,-0.855657053173832,-2.619746392332594
-0.6505387499950689,-0.7594730638770892,-3.2863268042594385
-0.7798118108545815,-0.6260140091497141,-3.7214310241214106
-0.894334484598391,-0.4473989602783295,-4.251526338379631
-0.9697425206723458,-0.24412997276050508,-4.344648924753539
-0.9996636847496215,-0.025932940303971867,-4.413731394324643
-0.9820543339479714,0.18859821095123466,-4.313407869595994
-0.9196920400629889,0.3926404862527267,-4.27532696917981
-0.8282382455534237,0.5603761313640925,-3.8267794100284425
-0.7240895539718708,0.6897059647623885,-3.324860677036341
-0.614328748703634,0.7890501812408558,-2.9635690383949695
-0.5079145442339257,0.8614074620965642,-2.575458109016833
-0.430623673620868,0.9025315793462676,-1.751567620171461
-0.39422577059368885,0.9190136243820394,-0.7991689659409197
-0.3880123219487186,0.9216541856987164,-0.13502545131368626
-0.4159745902672027,0.909376236907493,0.6108056873614437
-0.483271590636458,0.8754704847587426,1.5074714490645855
-0.57393927014873,0.818897865537054,2.138408384210238
-0.6907267295306624,0.7231158863639182,3.0237064622132026
-0.8093639263894037,0.5873074447506417,3.6114940748254014
-0.9149120650074886,0.4036532092077715,4.244434939045197
-0.9845725481323998,0.17497684836592917,4.79248108150286
-0.9968201282746854,-0.079684577343673,5.113028017599161
-0.9485363851480478,-0.31666816393548974,4.848913266708868
-0.8490285746138089,-0.5283469309925478,4.688751208832171
-0.7191417390381765,-0.6948634104434823,4.231551565986225
-0.5892779040006736,-0.8079304127563047,3.448031770709689
-0.4709255219992311,-0.8821729721147388,2.7965033102764285
-0.3809609720845674,-0.9245911192242663,1.9900840225413114
-0.3103224783612582,-0.9506313478019366,1.506063664862156
-0.28583588498565754,-0.9582785852008099,0.513072933036735
-0.28249198255542585,-0.9592696595806129,0.06975363565948878
-0.3176165087054286,-0.9482192538636697,-0.7364772974567569
-0.38932223285183104,-0.9211016225190707,-1.533617605364351
-0.5017563219224728,-0.8650090134853116,-2.5146467140802837
-0.6390335937524687,-0.7691788257978796,-3.3522640873019487
-0.7787437475390316,-0.6273421519943203,-3.9883925040951786
-0.8924410168399418,-0.4511640848534941,-4.2013242618096385
-0.9738773404313149,-0.22707471412385125,-4.77992837451058
-0.9999870978403902,0.005079778809535208,-4.683053490456251
-0.9741300468162261,0.22598816758807802,-4.457550533962166
-0.9031542894453147,0.42931611832835803,-4.315561970376764
-0.7969223393856515,0.6040817701173414,-4.09755435295637
-0.6683146541570497,0.7438787018317858,-3.8048465488611765
-0.5421787806740591,0.8402631550810677,-3.1782586978837792
-0.41834013796174213,0.9082904430688185,-2.8282165790228535
-0.3048065782217582,0.9524142742907328,-2.4376351014060695
-0.21962784873642463,0.9755837268319978,-1.766046960623704
-0.156116046196863,0.9877387205733401,-1.293514719079036
-0.12137990531399102,0.9926061245962401,-0.7015460813761578
-0.11520383851198372,0.9933418724649157,-0.12439493684445913
-0.13863850516129234,0.9903430541416658,0.4725261802909022
-0.18766300960973192,0.9822334726653422,0.9939166124147907
-0.2577308881121579,0.9662167403398257,1.437813457398035
-0.3497098160285566,0.9368580706666688,1.9317665910182302
-0.4728621967559468,0.8811363928922357,2.705498298632204
-0.6249609229054582,0.7806560349098429,3.650904323789204
-0.7843277050774383,0.620346718414758,4.530603350704008
-0.9122224812373307,0.40969518513793624,4.941295845352804
-0.9856180940302852,0.16898808455068007,5.046339886117038
-0.995677315507894,-0.09287994069223886,5.256338004812641
-0.9386653625719628,-0.34482943190459486,5.1808612571555415
-0.8180112608819733,-0.5752022053767564,5.2158850479522085
-0.6681813825265687,-0.7439984140069678,4.52366592575329
-0.5011968432095033,-0.8653333024660663,4.135607783592562
-0.3494640040860897,-0.9369497904627107,3.359646909297333
-0.22983650829629262,-0.9732292532873065,2.501785744381132
-0.1379995588327125,-0.9904322903469862,1.8693665456332655
-0.08961198100370546,-0.9959767531727794,0.9741802315633641
-0.07333081373395908,-0.9973076715623496,0.32671313754616815
-0.09380271179272322,-0.9955908051304669,-0.41088250626886935
-0.15348779405223115,-0.9881505437315611,-1.203122219280004
-0.24708231830631128,-0.9689944932662821,-1.911422441559218
-0.3783053683721193,-0.9256808565919655,-2.765937403234279
-0.5267542561016231,-0.8500176196284555,-3.3362532207442475
-0.6860312947105534,-0.7275720326385298,-4.024852315864339
-0.8353286885962361,-0.5497508362959463,-4.654204003912687
-0.9432206974288321,-0.33216669902605767,-4.869322984024661
-0.9954503567065416,-0.0952816211701878,-4.86346786736975
-0.9864282331393748,0.16419299883226224,-5.207324700017182
-0.9101418365601874,0.41429679861525487,-5.244603748261989
-0.7785724482676385,0.6275547329106326,-5.024769527324649
-0.6242191402842,0.7812492975375109,-4.365123595639798
-0.47919475611007323,0.8777085995457761,-3.487891767607285
-0.363782745929639,0.9314838236726882,-2.548227298262208
-0.2878618265230358,0.9576719526178167,-1.606645418247255
-0.2391307437792217,0.9709873775593565,-1.0104576952866542
-0.23976132956588334,0.9708318622937753,0.012989587322102647
-0.2683292693061277,0.963327256561154,0.5907655121262355
-0.3197811600027578,0.9474914298859334,1.0768046497585115
-0.4154143325747757,0.9096323060948603,2.0579947937614778
-0.5289915631314944,0.84862708307931,2.5802711750126157
-0.6623431078816473,0.7492006456495353,3.3306024491169515
-0.7866213962071072,0.617435647682559,3.627516740174019
-0.898687931576442,0.43858864741219217,4.229018939373972
-0.9770450448974419,0.213032814940224,4.786992553982418
-0.999666334171405,-0.025830608283674866,4.810229306343782
-0.9659391236273329,-0.25876941366023165,4.718290486104479
-0.8850534220927206,-0.4654894628688865,4.448791138872001
-0.767005701614247,-0.6416402837191855,4.248946993204063
-0.6393413387466479,-0.768923047235316,3.6104011268521283
-0.5242212005629564,-0.851582135134558,2.8368206986014686
-0.4290265836416571,-0.903291863424424,2.1677090873740603
-0.36605739236670476,-0.9305922767214911,1.3729212347419226
-0.324841639505131,-0.9457684226297781,0.8784904945126634
-0.3242831409727227,-0.9459600649503472,0.011809274319199314
-0.3570101737978554,-0.9341004955596721,-0.6962270998680916
-0.40924622860396503,-0.9124239827916796,-1.1312523170902902
-0.4867683284616016,-0.8735311067195595,-1.7351716879893249
-0.5784960480205784,-0.8156851858557765,-2.1699463815448485
-0.6763256617791271,-0.7366027417943988,-2.5175844588830003
-0.7762792034199136,-0.6303892435136758,-2.919577589266351
-0.8686015278601839,-0.4955112368039237,-3.2726244819617274
-0.939287172053982,-0.34313205681607933,-3.3634785657212096
-0.9831123821709579,-0.18300285249728887,-3.3241871287686022
-0.9999546593416819,-0.009522565875905248,-3.490346259474338
-0.984159812786421,0.1772835663455494,-3.7549663197054706
-0.9339301690972913,0.3574555066716764,-3.746327224615307
-0.852585615428782,0.522587570043457,-3.6868227642587668
-0.7537130596813343,0.6572036394191693,-3.3443902604899263
-0.6442620558624539,0.7648048139073684,-3.0727139310624967
-0.5465392153256314,0.8374335114570249,-2.436639638666619
-0.4655730835915733,0.8850094371446182,-1.878879669401472
-0.42176177582371976,0.9067066804948678,-0.9778910568235409
-0.42098256722599525,0.9070687284279016,-0.017184234518872743
-0.45207539009794145,0.8919797316462936,0.6912482528950215
-0.5058327515100399,0.8626315711239545,1.2251271973568993
-0.5864904618254332,0.8099561334959999,1.927439125800478
-0.6928018118769866,0.7211280395740859,2.7729629154232867
-0.8005782594417165,0.5992282123776147,3.2578489544832383
-0.897992406743131,0.4400109514906183,3.7385170798900305
